cann1balcls,2021-10-10 20:10:08+00:00,this is the way I want to die
vampfangzzzz,2021-10-10 20:09:45+00:00,My stomach feels so full and I m gonna get sick any minute god pls I don t want to die
astr0gal,2021-10-10 20:09:43+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
ifuckedkaeya,2021-10-10 20:09:43+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
bandaidzZ,2021-10-10 20:09:39+00:00,i want to die but i have shoes coming in on tuesday so
yumadyusad,2021-10-10 20:09:25+00:00,If I die tomorrow it d be a holiday I want to ask you who I was to you for the last time Did I make you laugh or W
penalugsontwt,2021-10-10 20:09:23+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
westxxallens,2021-10-10 20:09:11+00:00,yeah currently streaming mine and i want to die
Chinedu74081213,2021-10-10 20:09:09+00:00,Mazi gave his precious life for me and you with all that Nigeria government promised him and you as criminal govern
queerignis,2021-10-10 20:09:06+00:00,had a hard time sleeping earlier so i played sky and fixed up the forgotten ark only to find i need rhe candles fro
Haseyoww,2021-10-10 20:09:06+00:00,i just want to fucking die
tiltheafternoon,2021-10-10 20:09:05+00:00,if i ever die i want it to happen while 2 38 in Sex Sells is playing
Hekuta__,2021-10-10 20:08:34+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
extyranomon,2021-10-10 20:08:29+00:00,Please i want to die knowing this game at least reached its beta build
EYES_S2,2021-10-10 20:08:11+00:00,If I m destined to die anyway I want to die from the observer
R4GV1NDRBF,2021-10-10 20:08:10+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
GrayscaleLyric,2021-10-10 20:08:08+00:00,i want to die
epidatageek,2021-10-10 20:08:05+00:00,I tried to explain this to someone who was helping me grocery shop today while I was having a prolonged panic attack be
blacklodgehoe,2021-10-10 20:08:00+00:00,its my problem its my problem if i feel the need to hide and ITS MY PROBLEM ITS MY PROBLEM IF I HAVE NO FRIENDS AND
shroom_charmer,2021-10-10 20:07:57+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
_Doge_Man,2021-10-10 20:07:57+00:00,I want to die
GKroegs,2021-10-10 20:07:31+00:00,i want to die con
KazuraNick,2021-10-10 20:07:26+00:00,I want to die
ImReedy__,2021-10-10 20:07:05+00:00,I need all the positive vibes and love sending to this goodest boy He s currently having a neurological event th
strtrek,2021-10-10 20:07:05+00:00,Tim I m an overweight person with severe asthma Would you like to know how many times a day I have hea
GKroegs,2021-10-10 20:06:59+00:00,i want to die
Doces_E_Tuga,2021-10-10 20:06:39+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
MINATIRED,2021-10-10 20:06:35+00:00,I cannot handle this but I also don t want to kill myself but I do want to die and oh my god what the HELL
manijadegarcia,2021-10-10 20:06:31+00:00,I tried to explain this to someone who was helping me grocery shop today while I was having a prolonged panic attack be
juanthe_onlyone,2021-10-10 20:06:28+00:00,I want to die
MattWeems,2021-10-10 20:06:25+00:00,I want to die
cynosexual,2021-10-10 20:06:24+00:00,i want to die in a slow motion car crash while a piano plays with a woman singing a song about her divorce
EmberTyrin,2021-10-10 20:06:22+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
JimmyBeansmith,2021-10-10 20:06:16+00:00,Tim I m an overweight person with severe asthma Would you like to know how many times a day I have hea
indigoblink,2021-10-10 20:05:51+00:00,I DONT KNOW WHAT TO DO i rly want to wake up for it but i m literally gonna die amp i also have a big school day too
Mimir_VT,2021-10-10 20:05:44+00:00,Sheep squid game doodles cause I want to get it out of my system as well as practice a littttttle bit of lighting trying not to
voItsuni,2021-10-10 20:05:38+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
EERSNATION,2021-10-10 20:05:38+00:00,People who make statements like Whether we go 12 0 or 0 12 I m a fan until I die what is it that you want exactly A gol
BabyPelo_,2021-10-10 20:05:35+00:00,I want to die
WeLikeSugaHere,2021-10-10 20:05:25+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
andrew_frumkin,2021-10-10 20:05:19+00:00,People are already arguing that school shootings are actually not a big as deal as bullying I want to fucking die
PistolPete2k3,2021-10-10 20:05:18+00:00,i want to die
leejieunisa,2021-10-10 20:05:14+00:00,also nungguin iu comeback belom pernah juga nonton konser blio one of my wish before i die is i want to meet i
884253_Blu,2021-10-10 20:05:13+00:00,Sheep squid game doodles cause I want to get it out of my system as well as practice a littttttle bit of lighting trying not to
raevuma,2021-10-10 20:05:11+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
iLiveinAsia_,2021-10-10 20:04:39+00:00,Hey guys Can y all please help me help my dad I don t want him to die he needs a kidney transplant Please help all don
seboobo,2021-10-10 20:04:32+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
CharlessAndreww,2021-10-10 20:04:30+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
Emiliaa231,2021-10-10 20:04:15+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
OkKiReportHai,2021-10-10 20:04:04+00:00,When I die I want to be happy with the life I lived
mlgalwayslou,2021-10-10 20:03:59+00:00,I m the exact opposite Dying has no fear for me at all it s not something that I want to do right atm
Drileymack,2021-10-10 20:03:55+00:00,I refuse to watch ANY cable or MSM The only news I watch is local news f
diamondmo__,2021-10-10 20:03:49+00:00,Hey guys Can y all please help me help my dad I don t want him to die he needs a kidney transplant Please help all don
maroonspear,2021-10-10 20:03:43+00:00,i don t want you to die cause my nemi is the nicest person ever NO IM SHAKINH CRYING THROWING UP RN
harrowedgates,2021-10-10 20:03:42+00:00,I want to die
Charlen2645696,2021-10-10 20:03:32+00:00,He ll be OK Just give it a couple more days If he s wrong he may die Than conversation over I m sick of them I
InknBones,2021-10-10 20:03:28+00:00,please God just be merciful and let me finally get hired at a new job so I can finally quit my awful call center jo
22deesssiiii,2021-10-10 20:03:18+00:00,Hey guys Can y all please help me help my dad I don t want him to die he needs a kidney transplant Please help all don
plantkins,2021-10-10 20:03:15+00:00,i forgot how good anomalisa is and now my heart aches and i want to die
huntee1999,2021-10-10 20:03:06+00:00,Hopefully I can see No Time to Die next weekend which is a movie I actually want to see Casino Royale and Skyfall
RaspyVoiceKids,2021-10-10 20:02:48+00:00,People who make statements like Whether we go 12 0 or 0 12 I m a fan until I die what is it that you want exactly A gol
macmurdooo,2021-10-10 20:02:44+00:00,Thanksgiving a time for me to try and educate my family till I want to die
tudemus,2021-10-10 20:02:12+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
ging3rbon3s,2021-10-10 20:02:08+00:00,i started losing and stopped trying and i think i gained most of it back lol i want to die halloween in in two weeks and i m huge
MaRcyMoZz,2021-10-10 20:02:03+00:00,i want to die
rusty_tch,2021-10-10 20:02:00+00:00,I don t want to die ronnie
fionaapplebot,2021-10-10 20:01:43+00:00,and I don t wanna care if I stumble or cry Handle me like family and that ll be enough to keep me from dying when I want to die
TheButcher2000,2021-10-10 20:01:42+00:00,I want to die
kathleenlessma3,2021-10-10 20:01:34+00:00,I m not your pet but I feel pain You broke my spine my stomach hurts the pain increases I can t move I die slowly
MeninBl27445583,2021-10-10 20:01:26+00:00,I m not your pet but I feel pain You broke my spine my stomach hurts the pain increases I can t move I die slowly
mythicqueers,2021-10-10 20:01:12+00:00,i think you mean what you say when you say you want to die i think you mean what you say when you say you want to stay alive
ViktorieWuchova,2021-10-10 20:00:53+00:00,I want to cut myself and bleed until I die
VVS_Rose,2021-10-10 20:00:43+00:00,When I die I don t want to be buried I want to be cremated I don t want any chances of me coming back
Mirsada68128500,2021-10-10 20:00:38+00:00,Pic 1 I want to die on her hand Pic 2 I want to burn on her hand Pic 3 I want her to protect me
hjelle_brian,2021-10-10 20:11:26+00:00,The first is whew Bc I m fully vaxed I likely won t die of COVID But the other factor is how much you want to t
meiggg1,2021-10-10 20:11:21+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
Chinedu74081213,2021-10-10 20:11:08+00:00,Mazi gave his precious life for me and you with all that Nigeria government promised him and you as criminal governor
specklight,2021-10-10 20:11:02+00:00,usa Mommy I Don t Want to Die Teen Is Terrified of Leaving the House after Lockdown
PolitiMote,2021-10-10 20:10:58+00:00,Straw man alert I absolutely do not want women to die Nor do I want preborn babies to die
trot_a,2021-10-10 20:10:51+00:00,I want to party people lets not die
anaa_jungkook,2021-10-10 20:10:35+00:00,I WANT TO DIE
taylorrivy_,2021-10-10 20:10:27+00:00,i want to literally die
cann1balcls,2021-10-10 20:10:08+00:00,this is the way I want to die
vampfangzzzz,2021-10-10 20:09:45+00:00,My stomach feels so full and I m gonna get sick any minute god pls I don t want to die
astr0gal,2021-10-10 20:09:43+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
ifuckedkaeya,2021-10-10 20:09:43+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
bandaidzZ,2021-10-10 20:09:39+00:00,i want to die but i have shoes coming in on tuesday so
yumadyusad,2021-10-10 20:09:25+00:00,If I die tomorrow it d be a holiday I want to ask you who I was to you for the last time Did I make you laugh or W
penalugsontwt,2021-10-10 20:09:23+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
westxxallens,2021-10-10 20:09:11+00:00,yeah currently streaming mine and i want to die
Chinedu74081213,2021-10-10 20:09:09+00:00,Mazi gave his precious life for me and you with all that Nigeria government promised him and you as criminal govern
queerignis,2021-10-10 20:09:06+00:00,had a hard time sleeping earlier so i played sky and fixed up the forgotten ark only to find i need rhe candles fro
Haseyoww,2021-10-10 20:09:06+00:00,i just want to fucking die
tiltheafternoon,2021-10-10 20:09:05+00:00,if i ever die i want it to happen while 2 38 in Sex Sells is playing
Hekuta__,2021-10-10 20:08:34+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
extyranomon,2021-10-10 20:08:29+00:00,Please i want to die knowing this game at least reached its beta build
EYES_S2,2021-10-10 20:08:11+00:00,If I m destined to die anyway I want to die from the observer
R4GV1NDRBF,2021-10-10 20:08:10+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
GrayscaleLyric,2021-10-10 20:08:08+00:00,i want to die
epidatageek,2021-10-10 20:08:05+00:00,I tried to explain this to someone who was helping me grocery shop today while I was having a prolonged panic attack be
blacklodgehoe,2021-10-10 20:08:00+00:00,its my problem its my problem if i feel the need to hide and ITS MY PROBLEM ITS MY PROBLEM IF I HAVE NO FRIENDS AND
shroom_charmer,2021-10-10 20:07:57+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
_Doge_Man,2021-10-10 20:07:57+00:00,I want to die
GKroegs,2021-10-10 20:07:31+00:00,i want to die con
KazuraNick,2021-10-10 20:07:26+00:00,I want to die
ImReedy__,2021-10-10 20:07:05+00:00,I need all the positive vibes and love sending to this goodest boy He s currently having a neurological event th
strtrek,2021-10-10 20:07:05+00:00,Tim I m an overweight person with severe asthma Would you like to know how many times a day I have hea
GKroegs,2021-10-10 20:06:59+00:00,i want to die
Doces_E_Tuga,2021-10-10 20:06:39+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
MINATIRED,2021-10-10 20:06:35+00:00,I cannot handle this but I also don t want to kill myself but I do want to die and oh my god what the HELL
manijadegarcia,2021-10-10 20:06:31+00:00,I tried to explain this to someone who was helping me grocery shop today while I was having a prolonged panic attack be
juanthe_onlyone,2021-10-10 20:06:28+00:00,I want to die
MattWeems,2021-10-10 20:06:25+00:00,I want to die
cynosexual,2021-10-10 20:06:24+00:00,i want to die in a slow motion car crash while a piano plays with a woman singing a song about her divorce
EmberTyrin,2021-10-10 20:06:22+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
JimmyBeansmith,2021-10-10 20:06:16+00:00,Tim I m an overweight person with severe asthma Would you like to know how many times a day I have hea
indigoblink,2021-10-10 20:05:51+00:00,I DONT KNOW WHAT TO DO i rly want to wake up for it but i m literally gonna die amp i also have a big school day too
Mimir_VT,2021-10-10 20:05:44+00:00,Sheep squid game doodles cause I want to get it out of my system as well as practice a littttttle bit of lighting trying not to
voItsuni,2021-10-10 20:05:38+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
EERSNATION,2021-10-10 20:05:38+00:00,People who make statements like Whether we go 12 0 or 0 12 I m a fan until I die what is it that you want exactly A gol
BabyPelo_,2021-10-10 20:05:35+00:00,I want to die
WeLikeSugaHere,2021-10-10 20:05:25+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
andrew_frumkin,2021-10-10 20:05:19+00:00,People are already arguing that school shootings are actually not a big as deal as bullying I want to fucking die
PistolPete2k3,2021-10-10 20:05:18+00:00,i want to die
leejieunisa,2021-10-10 20:05:14+00:00,also nungguin iu comeback belom pernah juga nonton konser blio one of my wish before i die is i want to meet i
884253_Blu,2021-10-10 20:05:13+00:00,Sheep squid game doodles cause I want to get it out of my system as well as practice a littttttle bit of lighting trying not to
raevuma,2021-10-10 20:05:11+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
iLiveinAsia_,2021-10-10 20:04:39+00:00,Hey guys Can y all please help me help my dad I don t want him to die he needs a kidney transplant Please help all don
seboobo,2021-10-10 20:04:32+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
CharlessAndreww,2021-10-10 20:04:30+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
Emiliaa231,2021-10-10 20:04:15+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
OkKiReportHai,2021-10-10 20:04:04+00:00,When I die I want to be happy with the life I lived
mlgalwayslou,2021-10-10 20:03:59+00:00,I m the exact opposite Dying has no fear for me at all it s not something that I want to do right atm
Drileymack,2021-10-10 20:03:55+00:00,I refuse to watch ANY cable or MSM The only news I watch is local news f
diamondmo__,2021-10-10 20:03:49+00:00,Hey guys Can y all please help me help my dad I don t want him to die he needs a kidney transplant Please help all don
maroonspear,2021-10-10 20:03:43+00:00,i don t want you to die cause my nemi is the nicest person ever NO IM SHAKINH CRYING THROWING UP RN
harrowedgates,2021-10-10 20:03:42+00:00,I want to die
Charlen2645696,2021-10-10 20:03:32+00:00,He ll be OK Just give it a couple more days If he s wrong he may die Than conversation over I m sick of them I
InknBones,2021-10-10 20:03:28+00:00,please God just be merciful and let me finally get hired at a new job so I can finally quit my awful call center jo
22deesssiiii,2021-10-10 20:03:18+00:00,Hey guys Can y all please help me help my dad I don t want him to die he needs a kidney transplant Please help all don
plantkins,2021-10-10 20:03:15+00:00,i forgot how good anomalisa is and now my heart aches and i want to die
huntee1999,2021-10-10 20:03:06+00:00,Hopefully I can see No Time to Die next weekend which is a movie I actually want to see Casino Royale and Skyfall
RaspyVoiceKids,2021-10-10 20:02:48+00:00,People who make statements like Whether we go 12 0 or 0 12 I m a fan until I die what is it that you want exactly A gol
macmurdooo,2021-10-10 20:02:44+00:00,Thanksgiving a time for me to try and educate my family till I want to die
tudemus,2021-10-10 20:02:12+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
ging3rbon3s,2021-10-10 20:02:08+00:00,i started losing and stopped trying and i think i gained most of it back lol i want to die halloween in in two weeks and i m huge
MaRcyMoZz,2021-10-10 20:02:03+00:00,i want to die
rusty_tch,2021-10-10 20:02:00+00:00,I don t want to die ronnie
fionaapplebot,2021-10-10 20:01:43+00:00,and I don t wanna care if I stumble or cry Handle me like family and that ll be enough to keep me from dying when I want to die
TheButcher2000,2021-10-10 20:01:42+00:00,I want to die
kathleenlessma3,2021-10-10 20:01:34+00:00,I m not your pet but I feel pain You broke my spine my stomach hurts the pain increases I can t move I die slowly
MeninBl27445583,2021-10-10 20:01:26+00:00,I m not your pet but I feel pain You broke my spine my stomach hurts the pain increases I can t move I die slowly
mythicqueers,2021-10-10 20:01:12+00:00,i think you mean what you say when you say you want to die i think you mean what you say when you say you want to stay alive
ViktorieWuchova,2021-10-10 20:00:53+00:00,I want to cut myself and bleed until I die
VVS_Rose,2021-10-10 20:00:43+00:00,When I die I don t want to be buried I want to be cremated I don t want any chances of me coming back
Mirsada68128500,2021-10-10 20:00:38+00:00,Pic 1 I want to die on her hand Pic 2 I want to burn on her hand Pic 3 I want her to protect me
DatErenJaeger,2021-10-10 20:00:34+00:00,I want to see and understand the world outside I don t want to die inside these walls without knowing what s out there Eren Jaeger
sufferinglikeaj,2021-10-10 20:00:16+00:00,I want to die
slingmanchild,2021-10-10 20:00:15+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
StrawberrryBlud,2021-10-10 20:00:00+00:00,I m not your pet but I feel pain You broke my spine my stomach hurts the pain increases I can t move I die slowly
olivezinhaa,2021-10-10 19:59:59+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
MubarakBalogun,2021-10-10 19:59:55+00:00,Why do this when they could have stayed outside after they already had the chan
KaylinPenn1nger,2021-10-10 19:59:43+00:00,I want to die
ArdiwenDragon,2021-10-10 19:59:22+00:00,planning He d then bring it forward releasing one of his daggers aimed at Anagan while shadow stepping behind Dun
ILoveanimalstoo,2021-10-10 19:59:20+00:00,I m not your pet but I feel pain You broke my spine my stomach hurts the pain increases I can t move I die slowly
earthagae,2021-10-10 19:59:18+00:00,TW Sui I know me still ruminating on this doesn t serve anyone but it still pains me to my core that i wasn t a
MoLew_8,2021-10-10 19:58:31+00:00,I want to die
edgyclownfish,2021-10-10 19:58:17+00:00,hot take i couldn t give a shit about anti vaxers you re a pissbaby and you don t want the shot cause evil joe bi
__Kamey__,2021-10-10 19:58:11+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
MarsCatKingdom,2021-10-10 19:57:55+00:00,I think I got banned from Hobby Lobby for that incident last week if they didn t want me to commit arson they shoul
pisiirea,2021-10-10 19:57:40+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
DatemeinCcs,2021-10-10 19:57:04+00:00,i want to die
Hanecdote,2021-10-10 19:57:03+00:00,I tried to explain this to someone who was helping me grocery shop today while I was having a prolonged panic attack be
republic_reason,2021-10-10 19:56:53+00:00,Seems to me The Patriot Act under Bush has far greater surveillance powers so we crossed that bridge
neversafeenough,2021-10-10 19:56:52+00:00,sometimes i want to die
loic__temgoua,2021-10-10 19:56:46+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
DE2344,2021-10-10 19:56:38+00:00,At some point people are going to have to stop listening to idiots if they want to survive
ichiranagassi,2021-10-10 19:56:37+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
plainoldsi,2021-10-10 19:56:33+00:00,I m laughing due to the amount of people who eat chicken probably for dinner ton
bonjourbitch6,2021-10-10 19:56:32+00:00,I WANNA SCREAM I WANNA CRY FROM PAIN I WANT TO HURT MYSELF SO BAD AND DIE I FEEL SO GOOD I WANT TO DESTROY MY WH
Joseph_OBrien,2021-10-10 19:56:23+00:00,Ian I had to look it up It is Holy shit I never realized that before David Ursin is the actor
mokeyfishy,2021-10-10 19:56:15+00:00,i want to die hahaa
calaudina,2021-10-10 19:55:59+00:00,i just want to be happy until i die lt 3
Airiimoon,2021-10-10 19:55:30+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
everchanginmel,2021-10-10 19:55:12+00:00,when i die i want u guys to make a big gofundme for my funeral n then buy yourselves something nice
ChocoMousseKeki,2021-10-10 19:55:06+00:00,sweetness Home soon Reality Please won t look back Forbid Sweet Time Addicted Encounter LovePink Avenge CtrlZ Into
gwenspacey_,2021-10-10 19:54:59+00:00,Between gut issues and this extreme exhaustion I want to die
A10225338,2021-10-10 19:54:56+00:00,i want to die
peepMySigzyt,2021-10-10 19:54:45+00:00,I want to die
NUKELAIR_,2021-10-10 19:54:35+00:00,Would hate to die and my ppl not know who the fuck I am need them to make sure they are loving me for me and not w
ABisexualWriter,2021-10-10 19:54:08+00:00,Honestly I get why they do the whole if you don t do this innocent people will die thing but like Is it not t
IdontKn98411432,2021-10-10 19:54:08+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
chaltairo,2021-10-10 19:53:58+00:00,when i die i want u guys to make a big gofundme for my funeral n then buy yourselves something nice
wttz2345,2021-10-10 19:53:43+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
hoopaxerneas,2021-10-10 19:53:41+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
lubie_pjeski,2021-10-10 19:53:24+00:00,When i m thinking about school i have zero energy and want to die Something went wrong
hamburderhelpme,2021-10-10 19:53:21+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
yk_kkyo,2021-10-10 19:52:51+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
BitcoinMormon,2021-10-10 19:52:46+00:00,ETH killer is a personal value for me Like I want that thing to die I m willing to
lebish147,2021-10-10 19:52:28+00:00,I truly appreciate the gift of Men God has given me people who genuinely want to see me progress and I don t take
sinfonic18,2021-10-10 19:52:27+00:00,People who make statements like Whether we go 12 0 or 0 12 I m a fan until I die what is it that you want exactly A gol
MinnesotasDad,2021-10-10 19:51:59+00:00,I want to die
amp6,2021-10-10 19:51:33+00:00,For some true insight this WorldMentalHealthDay take the time to read s stunning memoir meets investigative re
TakeruYoru,2021-10-10 19:51:28+00:00,I hate this and want to die
darkeye9104,2021-10-10 19:51:20+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
lynghslouist,2021-10-10 19:51:02+00:00,I want to die but I don t want to kill myself because there s someone I don t want to see cry AAAAAAAAAAAAAA
wu_honghua,2021-10-10 19:50:50+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
6H05T_Macadelic,2021-10-10 19:50:38+00:00,I hate bad football It makes me want to fucking die
ey3shuh,2021-10-10 19:50:28+00:00,happy world mental health day i want to die instantly D
TaezsaImari,2021-10-10 19:50:18+00:00,Hey guys Can y all please help me help my dad I don t want him to die he needs a kidney transplant Please help all don
arashiquote,2021-10-10 19:50:06+00:00,There are those who care about me and love me so much I never want to see someone like that die again
AyaanA92,2021-10-10 19:50:00+00:00,and why would i want to die with u
DNubiangoddess,2021-10-10 19:49:52+00:00,I really want to be like Kanye in some way Just his go getter side sha Fulfill my dreams no matter how crazy
hopeworld_0103,2021-10-10 19:49:51+00:00,FLASH GENSHIN GIVEAWAY kokomi s banner is ending really soon so I want to give out some last minute crystals to all th
